,Name,Company,City,Ratings,Summary,Date
1135,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1136,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1137,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1138,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1139,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1140,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1141,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1142,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1143,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1144,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1145,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1146,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1147,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1148,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1149,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1150,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1151,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1152,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1153,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1154,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1155,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1156,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1157,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1158,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1159,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1160,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1161,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1162,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1163,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1164,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1165,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1166,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1167,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1168,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1169,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1170,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1171,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1172,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1173,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1174,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1175,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1176,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1177,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1178,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1179,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1180,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1181,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1182,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1183,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1184,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1185,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1186,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1187,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1188,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1189,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1190,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1191,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1192,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1193,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1194,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1195,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1196,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1197,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1198,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1199,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1200,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1201,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1202,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1203,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1204,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1205,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1206,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1207,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1208,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1209,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1210,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1211,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1212,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1213,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1214,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1215,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1216,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1217,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1218,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1219,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1220,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1221,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1222,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1223,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1224,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1225,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1226,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1227,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1228,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1229,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1230,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1231,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1232,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1233,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1234,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1235,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1236,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1237,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1238,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1239,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1240,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1241,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1242,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1243,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1244,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1245,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1246,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1247,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1248,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1249,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1250,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1251,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1252,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1253,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1254,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1255,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1256,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1257,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1258,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1259,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1260,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1261,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1262,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1263,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1264,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1265,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1266,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1267,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1268,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1269,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1270,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1271,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1272,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1273,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1274,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1275,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1276,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1277,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1278,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1279,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1280,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1281,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
